Shipment Number,Shipper,Consignee,Origin,Destination,Transhipments count,Sending Agent,Receiving Agent,Sales Rep,TEU,Incitement,Transport Mode,Direction,Shipment Type,ETD,ETA,ATD,ATA,Total Transit Days,Total Estimated Transit Days,Delay Days,Late/Early
SHP100112,Tata Motors Ltd,Star Imports Ltd,Mundra,Valencia,3,South Freight,Kanto Broker,V. Sinha,2,FOB,Sea,Export,LCL,10-09-2024,03-10-2024,11-09-2024,10-10-2024,25,23,2,Late Arrival
SHP100113,Marico Ltd,XYZ Automotives,Port Klang,Mundra,2,Shree Logi Agency,Bengal Marine,P. Desai,4,CIF,Sea,Import,LCL,10-07-2024,04-08-2024,11-07-2024,11-08-2024,29,25,4,Late Arrival
SHP100114,Larsen & Toubro,Global Traders LLP,Cochin,Hong Kong,2,South Freight,Ocean Bridge,D. Sharma,2,CIP,Sea,Export,FCL,23-05-2025,31-05-2025,25-05-2025,07-06-2025,8,8,0,On Time
SHP100115,Adani Exports,AmeriTech LLC,Yantian,Mumbai,2,FastShip Ocean,Bluedart Cargo,R. Goenka,1,DDP,Sea,Import,FCL,28-07-2025,13-08-2025,28-07-2025,15-08-2025,16,16,0,On Time
SHP100116,Adani Exports,XYZ Automotives,Busan,Cochin,2,Shree Logi Agency,Bluedart Cargo,D. Sharma,1,DAP,Sea,Import,FCL,20-02-2024,13-03-2024,21-02-2024,16-03-2024,23,22,1,Late Arrival
SHP100117,ITC Ltd,XYZ Automotives,Nhava Sheva,Port Klang,3,South Freight,Kanto Broker,S. Kumar,2,FOB,Sea,Export,FCL,04-01-2024,05-02-2024,05-01-2024,20-02-2024,43,32,11,Late Arrival
SHP100118,ITC Ltd,XYZ Automotives,Kolkata,Ningbo,3,GT Air Express,Deko Freight,V. Sinha,1,CIP,Sea,Export,LCL,09-11-2024,30-11-2024,15-11-2024,16-12-2024,25,21,4,Late Arrival
SHP100119,Mahindra Agritech,Star Imports Ltd,Hamburg,Kolkata,3,Pacific Marine,Bengal Marine,S. Kumar,4,DAP,Sea,Import,FCL,02-09-2024,10-10-2024,04-09-2024,26-10-2024,50,38,12,Late Arrival
SHP100120,Mahindra Agritech,XYZ Automotives,Mumbai,Colombo,1,GT Air Express,EuroLogistics,A. Joshi,1,CIP,Sea,Export,FCL,28-01-2025,01-02-2025,28-01-2025,13-02-2025,16,4,12,Late Arrival
SHP100121,ITC Ltd,Fresh Foods Inc,Tuticorin,Port Said,1,Greenline Agency,Deko Freight,D. Sharma,1,CIP,Sea,Export,FCL,09-08-2025,19-08-2025,09-08-2025,23-08-2025,14,10,4,Late Arrival
SHP100122,Tata Motors Ltd,ABC Imports Pvt Ltd,Nhava Sheva,Los Angeles,3,Greenline Agency,EuroLogistics,M. Tandon,2,DDP,Sea,Export,LCL,24-10-2025,22-11-2025,09-11-2025,28-12-2025,30,29,1,Late Arrival
SHP100123,ITC Ltd,Star Imports Ltd,Tuticorin,Port Said,1,FastShip Ocean,Bluedart Cargo,A. Joshi,1,DDP,Sea,Export,FCL,15-03-2026,26-03-2026,16-03-2026,01-04-2026,16,11,5,Late Arrival
SHP100124,Godrej Agrovet,Sun Drug Co Ltd,Tuticorin,Singapore,3,Pacific Marine,Gujarat Links,M. Tandon,1,CIF,Sea,Export,LCL,14-04-2025,04-05-2025,14-04-2025,24-05-2025,37,20,17,Late Arrival
SHP100125,Reliance Exports,ABC Imports Pvt Ltd,Mumbai,Seattle,3,Value Carry Pvt Ltd,Deko Freight,P. Desai,1,CIF,Sea,Export,FCL,17-05-2024,10-06-2024,19-05-2024,22-06-2024,31,24,7,Late Arrival
SHP100126,Tata Motors Ltd,Pacific Foods Ltd,Mundra,Rotterdam,3,FastShip Ocean,Ocean Bridge,A. Joshi,1,FCA,Sea,Export,LCL,13-04-2025,11-05-2025,13-04-2025,30-05-2025,45,28,17,Late Arrival
SHP100127,Bharat Steel,Fresh Foods Inc,Mumbai,Valencia,3,Value Carry Pvt Ltd,Kanto Broker,V. Sinha,1,DDP,Sea,Export,FCL,14-06-2025,02-07-2025,18-06-2025,21-07-2025,23,18,5,Late Arrival
SHP100128,Max Pharma Ltd,Pacific Foods Ltd,Colombo,Mundra,1,South Freight,Kanto Broker,D. Sharma,1,DDP,Sea,Import,FCL,26-11-2024,12-12-2024,27-11-2024,19-12-2024,22,16,6,Late Arrival
SHP100129,Mahindra Agritech,XYZ Automotives,Nhava Sheva,Dallas,1,Shree Logi Agency,Ocean Bridge,V. Sinha,1,FCA,Air,Export,Parcel,02-12-2025,04-12-2025,03-12-2025,05-12-2025,2,2,0,On Time
SHP100130,Mahindra Agritech,Pacific Foods Ltd,Mundra,Kaohsiung,3,GT Air Express,Bengal Marine,M. Tandon,1,DAP,Sea,Export,FCL,01-08-2024,19-08-2024,01-08-2024,25-08-2024,19,18,1,Late Arrival
SHP100131,Adani Exports,Global Traders LLP,Port Klang,Mumbai,2,South Freight,Bluedart Cargo,V. Sinha,2,DDP,Sea,Import,FCL,22-03-2024,19-04-2024,23-03-2024,29-04-2024,31,28,3,Late Arrival
SHP100132,Larsen & Toubro,Sun Drug Co Ltd,Mundra,Los Angeles,3,South Freight,Bluedart Cargo,D. Sharma,1,DAP,Sea,Export,FCL,09-10-2024,09-11-2024,10-10-2024,24-11-2024,38,31,7,Late Arrival
SHP100133,Bharat Steel,Bharat Pharma Exports,Mundra,Tanjung Pelepas,3,Shree Logi Agency,EuroLogistics,A. Joshi,2,FOB,Sea,Export,LCL,06-01-2024,15-02-2024,07-01-2024,07-03-2024,50,40,10,Late Arrival
SHP100134,Bharat Steel,XYZ Automotives,Visakhapatnam,London,1,Shree Logi Agency,Bluedart Cargo,S. Kumar,1,DAP,Air,Export,Parcel,06-02-2026,09-02-2026,06-02-2026,09-02-2026,3,3,0,On Time
SHP100135,Larsen & Toubro,Euro Retail GmbH,Nhava Sheva,Savannah,3,Shree Logi Agency,Ocean Bridge,M. Tandon,2,CIF,Sea,Export,FCL,30-08-2024,25-09-2024,30-08-2024,05-10-2024,33,26,7,Late Arrival
SHP100136,Larsen & Toubro,Global Traders LLP,Kolkata,Los Angeles,2,Greenline Agency,Bluedart Cargo,M. Tandon,1,FOB,Air,Export,Parcel,03-01-2024,07-01-2024,05-01-2024,11-01-2024,4,4,0,On Time
SHP100137,Max Pharma Ltd,Star Imports Ltd,Hong Kong,Mumbai,1,Shree Logi Agency,Ocean Bridge,V. Sinha,1,EXW,Air,Import,Parcel,28-01-2024,30-01-2024,28-01-2024,31-01-2024,3,2,1,Late Arrival
SHP100138,Mahindra Agritech,Global Traders LLP,Mundra,Oakland,3,Pacific Marine,Bluedart Cargo,R. Goenka,2,DAP,Sea,Export,FCL,07-03-2024,28-03-2024,11-03-2024,15-04-2024,33,21,12,Late Arrival
SHP100139,ITC Ltd,Bharat Pharma Exports,Miami,Mumbai,3,Pacific Marine,EuroLogistics,P. Desai,1,DDP,Sea,Import,FCL,14-03-2025,24-04-2025,17-03-2025,12-05-2025,48,41,7,Late Arrival
SHP100140,Tata Motors Ltd,Star Imports Ltd,Hong Kong,Kolkata,2,Value Carry Pvt Ltd,Bengal Marine,V. Sinha,1,CIP,Sea,Import,LCL,16-11-2025,08-12-2025,19-11-2025,23-12-2025,32,22,10,Late Arrival
SHP100141,Bharat Steel,ABC Imports Pvt Ltd,Cochin,Tanjung Pelepas,3,Value Carry Pvt Ltd,Ocean Bridge,S. Kumar,1,CIF,Sea,Export,FCL,17-03-2024,18-04-2024,17-03-2024,04-05-2024,35,32,3,Late Arrival
SHP100142,Max Pharma Ltd,Star Imports Ltd,Tanger Med,Kolkata,1,FastShip Ocean,Deko Freight,M. Tandon,1,CIF,Sea,Import,FCL,23-04-2025,06-05-2025,23-04-2025,14-05-2025,21,13,8,Late Arrival
SHP100143,Reliance Exports,Fresh Foods Inc,Kolkata,Savannah,3,Shree Logi Agency,Kanto Broker,S. Kumar,1,EXW,Sea,Export,LCL,16-04-2025,09-05-2025,17-04-2025,15-05-2025,24,23,1,Late Arrival
SHP100144,Mahindra Agritech,ABC Imports Pvt Ltd,Port Said,Tuticorin,1,Greenline Agency,Gujarat Links,R. Goenka,1,DDP,Sea,Import,FCL,21-09-2024,05-10-2024,22-09-2024,05-10-2024,13,14,-1,Early Arrival
SHP100145,Godrej Agrovet,Euro Retail GmbH,Nhava Sheva,Gioia Tauro,1,Value Carry Pvt Ltd,Gujarat Links,S. Kumar,1,FOB,Sea,Export,FCL,15-07-2025,28-07-2025,19-07-2025,01-08-2025,13,13,0,On Time
SHP100146,Godrej Agrovet,ABC Imports Pvt Ltd,Oakland,Kolkata,3,South Freight,Kanto Broker,A. Joshi,1,CIF,Sea,Import,LCL,08-06-2025,26-07-2025,08-06-2025,14-08-2025,58,48,10,Late Arrival
SHP100147,Mahindra Agritech,Star Imports Ltd,Colombo,Cochin,1,FastShip Ocean,Deko Freight,S. Kumar,1,CIP,Sea,Import,FCL,23-08-2024,07-09-2024,24-08-2024,08-09-2024,15,15,0,On Time
SHP100148,Mahindra Agritech,Fresh Foods Inc,Hong Kong,Visakhapatnam,2,Value Carry Pvt Ltd,Bluedart Cargo,R. Goenka,1,DDP,Sea,Import,FCL,09-05-2024,29-05-2024,09-05-2024,07-06-2024,28,20,8,Late Arrival
SHP100149,Bharat Steel,Pacific Foods Ltd,New York,Chennai,2,FastShip Ocean,Kanto Broker,S. Kumar,1,CIF,Air,Import,Parcel,05-08-2024,08-08-2024,05-08-2024,10-08-2024,5,3,2,Late Arrival
SHP100150,Godrej Agrovet,Star Imports Ltd,Kolkata,Sohar,2,South Freight,Bengal Marine,V. Sinha,1,FCA,Sea,Export,FCL,19-10-2024,03-11-2024,20-10-2024,13-11-2024,23,15,8,Late Arrival
SHP100151,Tata Motors Ltd,Euro Retail GmbH,Tuticorin,Gioia Tauro,1,GT Air Express,Gujarat Links,S. Kumar,2,DDP,Sea,Export,FCL,09-11-2024,16-11-2024,12-11-2024,18-11-2024,6,7,-1,Early Arrival
SHP100152,Larsen & Toubro,Bharat Pharma Exports,Cochin,Rotterdam,3,Greenline Agency,Deko Freight,R. Goenka,2,DDP,Sea,Export,LCL,15-01-2024,07-02-2024,15-01-2024,05-03-2024,44,23,21,Late Arrival
SHP100153,Tata Motors Ltd,Bharat Pharma Exports,Visakhapatnam,Busan,2,Pacific Marine,Bengal Marine,S. Kumar,2,CIP,Sea,Export,LCL,16-08-2025,06-09-2025,27-08-2025,17-09-2025,20,21,-1,Early Arrival
SHP100154,Mahindra Agritech,Bharat Pharma Exports,Kolkata,Hong Kong,1,FastShip Ocean,Deko Freight,D. Sharma,1,DAP,Air,Export,Parcel,24-09-2024,25-09-2024,25-09-2024,26-09-2024,1,1,0,On Time
SHP100155,Adani Exports,Fresh Foods Inc,Yantian,Visakhapatnam,2,South Freight,Deko Freight,P. Desai,1,FCA,Sea,Import,LCL,21-10-2025,15-11-2025,21-10-2025,20-11-2025,28,25,3,Late Arrival
SHP100156,Godrej Agrovet,Bharat Pharma Exports,Nhava Sheva,Ningbo,3,FastShip Ocean,Bengal Marine,P. Desai,1,DAP,Sea,Export,FCL,02-05-2024,17-05-2024,03-05-2024,30-05-2024,23,15,8,Late Arrival
SHP100157,Bharat Steel,AmeriTech LLC,Chennai,Sohar,2,Value Carry Pvt Ltd,Deko Freight,S. Kumar,2,CIP,Sea,Export,LCL,28-03-2026,12-04-2026,29-03-2026,22-04-2026,23,15,8,Late Arrival
SHP100158,Reliance Exports,Fresh Foods Inc,Shanghai,Visakhapatnam,2,Shree Logi Agency,Deko Freight,M. Tandon,2,DAP,Sea,Import,FCL,21-10-2025,08-11-2025,22-10-2025,19-11-2025,26,18,8,Late Arrival
SHP100159,Larsen & Toubro,Bharat Pharma Exports,Tanjung Pelepas,Tuticorin,2,Greenline Agency,Deko Freight,S. Kumar,1,EXW,Sea,Import,FCL,05-06-2024,29-06-2024,09-06-2024,10-07-2024,28,24,4,Late Arrival
SHP100160,Godrej Agrovet,ABC Imports Pvt Ltd,Mumbai,Los Angeles,2,Greenline Agency,Gujarat Links,V. Sinha,1,CIF,Air,Export,Parcel,19-10-2024,24-10-2024,21-10-2024,26-10-2024,5,5,0,On Time
SHP100161,Tata Motors Ltd,AmeriTech LLC,Tokyo,Cochin,2,Shree Logi Agency,Bengal Marine,S. Kumar,1,DDP,Sea,Import,FCL,01-03-2024,25-03-2024,05-03-2024,07-04-2024,26,24,2,Late Arrival
SHP100162,ITC Ltd,ABC Imports Pvt Ltd,Kolkata,Singapore,3,GT Air Express,EuroLogistics,S. Kumar,2,FCA,Sea,Export,FCL,14-10-2024,14-11-2024,14-10-2024,25-11-2024,34,31,3,Late Arrival
SHP100163,Tata Motors Ltd,ABC Imports Pvt Ltd,Visakhapatnam,Chicago,1,FastShip Ocean,Bluedart Cargo,V. Sinha,1,CIP,Air,Export,Parcel,06-09-2024,09-09-2024,06-09-2024,10-09-2024,4,3,1,Late Arrival
SHP100164,Bharat Steel,Global Traders LLP,Charleston,Cochin,3,GT Air Express,Bengal Marine,A. Joshi,1,FCA,Sea,Import,FCL,28-09-2025,28-10-2025,28-09-2025,03-11-2025,33,30,3,Late Arrival
SHP100165,Reliance Exports,Star Imports Ltd,Mumbai,Jeddah,2,GT Air Express,EuroLogistics,M. Tandon,2,FOB,Sea,Export,LCL,12-04-2024,26-04-2024,13-04-2024,02-05-2024,16,14,2,Late Arrival
SHP100166,Max Pharma Ltd,Euro Retail GmbH,Visakhapatnam,New York,3,Shree Logi Agency,Gujarat Links,S. Kumar,1,DDP,Sea,Export,FCL,21-01-2024,14-02-2024,22-01-2024,21-02-2024,28,24,4,Late Arrival
SHP100167,ITC Ltd,AmeriTech LLC,Hong Kong,Tuticorin,1,GT Air Express,Deko Freight,V. Sinha,1,FOB,Air,Import,Parcel,04-03-2026,06-03-2026,04-03-2026,06-03-2026,2,2,0,On Time
SHP100168,ITC Ltd,ABC Imports Pvt Ltd,Mumbai,Antwerp,3,South Freight,Gujarat Links,P. Desai,2,EXW,Sea,Export,FCL,07-03-2024,30-03-2024,09-03-2024,17-04-2024,36,23,13,Late Arrival
SHP100169,Bharat Steel,ABC Imports Pvt Ltd,Mundra,Valencia,3,South Freight,Gujarat Links,P. Desai,1,FCA,Sea,Export,FCL,25-01-2025,16-02-2025,28-01-2025,24-02-2025,24,22,2,Late Arrival
SHP100170,Larsen & Toubro,ABC Imports Pvt Ltd,Kolkata,Hong Kong,1,Value Carry Pvt Ltd,Kanto Broker,D. Sharma,1,FCA,Air,Export,Parcel,06-04-2024,08-04-2024,06-04-2024,13-04-2024,7,2,5,Late Arrival
SHP100171,Tata Motors Ltd,Bharat Pharma Exports,Kolkata,Tanger Med,1,Shree Logi Agency,Ocean Bridge,S. Kumar,2,CIP,Sea,Export,LCL,16-09-2024,29-09-2024,17-09-2024,29-09-2024,12,13,-1,Early Arrival
SHP100172,Marico Ltd,Star Imports Ltd,Tuticorin,Colombo,1,Shree Logi Agency,Bluedart Cargo,M. Tandon,1,FCA,Sea,Export,FCL,17-01-2024,21-01-2024,17-01-2024,22-01-2024,5,4,1,Late Arrival
SHP100173,Adani Exports,Bharat Pharma Exports,Chennai,Colombo,1,Pacific Marine,Ocean Bridge,R. Goenka,2,FOB,Sea,Export,FCL,25-10-2025,28-10-2025,25-10-2025,03-11-2025,9,3,6,Late Arrival
SHP100174,Godrej Agrovet,Fresh Foods Inc,Sohar,Nhava Sheva,2,Greenline Agency,Deko Freight,V. Sinha,1,CIF,Sea,Import,LCL,15-08-2024,12-09-2024,16-08-2024,17-09-2024,31,28,3,Late Arrival
SHP100175,ITC Ltd,Euro Retail GmbH,Nhava Sheva,Ningbo,3,FastShip Ocean,Bluedart Cargo,A. Joshi,1,CIF,Sea,Export,FCL,19-02-2025,06-03-2025,19-02-2025,08-04-2025,44,15,29,Late Arrival
SHP100176,Larsen & Toubro,ABC Imports Pvt Ltd,Dallas,Visakhapatnam,1,FastShip Ocean,Kanto Broker,S. Kumar,1,CIP,Air,Import,Parcel,16-03-2025,18-03-2025,16-03-2025,18-03-2025,2,2,0,On Time
SHP100177,Tata Motors Ltd,Sun Drug Co Ltd,Mundra,Charleston,3,Pacific Marine,Bluedart Cargo,P. Desai,2,CIF,Sea,Export,FCL,25-10-2024,21-11-2024,26-10-2024,02-12-2024,33,27,6,Late Arrival
SHP100178,Tata Motors Ltd,Sun Drug Co Ltd,Tuticorin,Busan,2,FastShip Ocean,Deko Freight,V. Sinha,2,FCA,Sea,Export,FCL,29-07-2024,09-08-2024,30-07-2024,17-08-2024,11,11,0,On Time
SHP100179,ITC Ltd,XYZ Automotives,Norfolk,Nhava Sheva,3,Greenline Agency,Ocean Bridge,D. Sharma,2,FCA,Sea,Import,FCL,16-10-2024,22-11-2024,17-10-2024,08-12-2024,46,37,9,Late Arrival
SHP100180,ITC Ltd,Sun Drug Co Ltd,Mumbai,Port Said,1,Greenline Agency,EuroLogistics,M. Tandon,2,DAP,Sea,Export,LCL,06-01-2026,15-01-2026,09-01-2026,19-01-2026,10,9,1,Late Arrival
SHP100181,Tata Motors Ltd,Bharat Pharma Exports,Mundra,Tanjung Pelepas,3,Value Carry Pvt Ltd,EuroLogistics,V. Sinha,1,DDP,Sea,Export,FCL,10-02-2026,04-03-2026,10-02-2026,29-03-2026,37,22,15,Late Arrival
SHP100182,Max Pharma Ltd,Pacific Foods Ltd,Salalah,Tuticorin,1,South Freight,Bengal Marine,M. Tandon,2,FCA,Sea,Import,LCL,22-06-2025,02-07-2025,23-06-2025,06-07-2025,13,10,3,Late Arrival
SHP100183,Bharat Steel,Fresh Foods Inc,Mumbai,Hong Kong,2,GT Air Express,Deko Freight,R. Goenka,4,EXW,Sea,Export,FCL,27-02-2026,14-03-2026,27-02-2026,19-03-2026,18,15,3,Late Arrival
SHP100184,Adani Exports,AmeriTech LLC,Mumbai,Hamburg,3,Value Carry Pvt Ltd,Ocean Bridge,S. Kumar,2,CIP,Sea,Export,LCL,18-06-2024,09-07-2024,20-06-2024,27-07-2024,30,21,9,Late Arrival
SHP100185,Mahindra Agritech,Fresh Foods Inc,Miami,Tuticorin,3,Shree Logi Agency,Bengal Marine,S. Kumar,1,FCA,Sea,Import,FCL,04-09-2025,14-10-2025,04-09-2025,30-10-2025,49,40,9,Late Arrival
SHP100186,Adani Exports,Pacific Foods Ltd,Mumbai,Tokyo,2,Pacific Marine,Deko Freight,R. Goenka,1,FCA,Air,Export,Parcel,28-02-2026,04-03-2026,28-02-2026,07-03-2026,7,4,3,Late Arrival
SHP100187,Tata Motors Ltd,Fresh Foods Inc,Hong Kong,Mundra,1,Greenline Agency,EuroLogistics,V. Sinha,1,EXW,Air,Import,Parcel,14-06-2025,17-06-2025,16-06-2025,20-06-2025,4,3,1,Late Arrival
SHP100188,Godrej Agrovet,Bharat Pharma Exports,New York,Cochin,3,FastShip Ocean,Deko Freight,M. Tandon,1,CIP,Sea,Import,FCL,17-05-2025,13-06-2025,17-05-2025,06-07-2025,42,27,15,Late Arrival
SHP100189,Marico Ltd,Global Traders LLP,Valencia,Mundra,3,Shree Logi Agency,Bengal Marine,S. Kumar,2,DAP,Sea,Import,FCL,11-08-2025,07-09-2025,11-08-2025,19-09-2025,30,27,3,Late Arrival
SHP100190,Marico Ltd,Bharat Pharma Exports,Tanger Med,Cochin,1,Greenline Agency,Gujarat Links,P. Desai,2,FOB,Sea,Import,FCL,13-08-2025,23-08-2025,13-08-2025,25-08-2025,12,10,2,Late Arrival
SHP100191,Larsen & Toubro,ABC Imports Pvt Ltd,Kolkata,Shanghai,2,Greenline Agency,Kanto Broker,S. Kumar,1,FOB,Sea,Export,LCL,26-04-2025,20-05-2025,26-04-2025,24-05-2025,27,24,3,Late Arrival
SHP100192,ITC Ltd,Euro Retail GmbH,Mumbai,Port Said,1,FastShip Ocean,Bengal Marine,D. Sharma,2,DAP,Sea,Export,LCL,30-04-2025,11-05-2025,30-04-2025,14-05-2025,14,11,3,Late Arrival
SHP100193,Mahindra Agritech,Global Traders LLP,Kolkata,Shanghai,2,Shree Logi Agency,Kanto Broker,A. Joshi,2,FCA,Sea,Export,FCL,26-09-2024,19-10-2024,30-09-2024,27-10-2024,25,23,2,Late Arrival
SHP100194,Bharat Steel,Fresh Foods Inc,Nhava Sheva,Antwerp,3,Greenline Agency,Gujarat Links,M. Tandon,1,FCA,Sea,Export,FCL,16-10-2025,05-11-2025,17-10-2025,27-11-2025,31,20,11,Late Arrival
SHP100195,Max Pharma Ltd,AmeriTech LLC,New York,Kolkata,2,Greenline Agency,Bengal Marine,V. Sinha,1,EXW,Air,Import,Parcel,24-05-2024,28-05-2024,26-05-2024,31-05-2024,4,4,0,On Time
SHP100196,Tata Motors Ltd,XYZ Automotives,Nhava Sheva,Busan,2,Pacific Marine,Kanto Broker,V. Sinha,2,DAP,Sea,Export,FCL,10-02-2026,27-02-2026,14-02-2026,08-03-2026,21,17,4,Late Arrival
SHP100197,Larsen & Toubro,Pacific Foods Ltd,Chennai,Miami,3,FastShip Ocean,Gujarat Links,D. Sharma,2,EXW,Sea,Export,FCL,02-03-2024,26-03-2024,02-03-2024,08-04-2024,31,24,7,Late Arrival
SHP100198,Marico Ltd,Global Traders LLP,Nhava Sheva,Busan,2,Shree Logi Agency,Kanto Broker,D. Sharma,2,FOB,Sea,Export,FCL,11-05-2024,29-05-2024,12-05-2024,03-06-2024,21,18,3,Late Arrival
SHP100199,Bharat Steel,XYZ Automotives,Nhava Sheva,Kaohsiung,3,Value Carry Pvt Ltd,EuroLogistics,S. Kumar,1,FOB,Sea,Export,FCL,25-02-2025,01-04-2025,26-02-2025,11-04-2025,42,35,7,Late Arrival
SHP100200,Bharat Steel,ABC Imports Pvt Ltd,Los Angeles,Visakhapatnam,3,Value Carry Pvt Ltd,Gujarat Links,D. Sharma,1,DAP,Sea,Import,FCL,30-11-2025,26-12-2025,30-11-2025,03-01-2026,31,26,5,Late Arrival
SHP100201,ITC Ltd,Fresh Foods Inc,Mundra,Tanger Med,1,South Freight,Kanto Broker,D. Sharma,2,FCA,Sea,Export,FCL,04-02-2024,11-02-2024,08-02-2024,15-02-2024,7,7,0,On Time
SHP100202,Reliance Exports,XYZ Automotives,Yokohama,Kolkata,2,Value Carry Pvt Ltd,Kanto Broker,S. Kumar,1,CIF,Sea,Import,LCL,11-01-2026,25-01-2026,11-01-2026,05-02-2026,18,14,4,Late Arrival
SHP100203,Marico Ltd,AmeriTech LLC,Tanger Med,Mumbai,1,South Freight,Deko Freight,S. Kumar,1,FOB,Sea,Import,FCL,12-06-2024,22-06-2024,15-06-2024,28-06-2024,13,10,3,Late Arrival
SHP100204,Reliance Exports,Fresh Foods Inc,Tuticorin,Gioia Tauro,1,South Freight,Bluedart Cargo,P. Desai,2,CIP,Sea,Export,FCL,10-01-2026,25-01-2026,10-01-2026,27-01-2026,17,15,2,Late Arrival
SHP100205,Tata Motors Ltd,AmeriTech LLC,Mumbai,Jeddah,2,GT Air Express,Bluedart Cargo,D. Sharma,2,CIP,Sea,Export,LCL,09-03-2025,29-03-2025,10-03-2025,08-04-2025,26,20,6,Late Arrival
SHP100206,Marico Ltd,Star Imports Ltd,Visakhapatnam,Los Angeles,3,GT Air Express,Deko Freight,R. Goenka,4,FOB,Sea,Export,FCL,11-11-2024,08-12-2024,15-11-2024,06-01-2025,43,27,16,Late Arrival
SHP100207,Marico Ltd,Pacific Foods Ltd,Tuticorin,Port Said,1,Value Carry Pvt Ltd,Deko Freight,M. Tandon,2,DAP,Sea,Export,FCL,12-08-2025,30-08-2025,18-08-2025,07-09-2025,20,18,2,Late Arrival
SHP100208,Larsen & Toubro,Bharat Pharma Exports,London,Chennai,1,Value Carry Pvt Ltd,EuroLogistics,D. Sharma,1,CIP,Air,Import,Parcel,28-07-2025,29-07-2025,01-08-2025,02-08-2025,1,1,0,On Time
SHP100209,Bharat Steel,Pacific Foods Ltd,Visakhapatnam,Oakland,3,FastShip Ocean,Deko Freight,V. Sinha,1,CIP,Sea,Export,FCL,11-12-2024,11-01-2025,12-12-2024,21-02-2025,65,31,34,Late Arrival
SHP100210,ITC Ltd,ABC Imports Pvt Ltd,Seattle,Kolkata,3,Value Carry Pvt Ltd,EuroLogistics,R. Goenka,4,DAP,Sea,Import,FCL,21-12-2024,18-01-2025,21-12-2024,02-02-2025,35,28,7,Late Arrival
SHP100211,Reliance Exports,Bharat Pharma Exports,Gioia Tauro,Chennai,1,FastShip Ocean,Bengal Marine,P. Desai,1,FOB,Sea,Import,FCL,24-08-2024,06-09-2024,25-08-2024,08-09-2024,14,13,1,Late Arrival
SHP100212,Reliance Exports,Bharat Pharma Exports,Gioia Tauro,Kolkata,1,Greenline Agency,Gujarat Links,M. Tandon,1,EXW,Sea,Import,FCL,02-08-2024,15-08-2024,03-08-2024,19-08-2024,16,13,3,Late Arrival
SHP100213,Larsen & Toubro,Bharat Pharma Exports,Shanghai,Kolkata,2,South Freight,Kanto Broker,A. Joshi,1,FOB,Sea,Import,FCL,13-01-2025,06-02-2025,15-01-2025,13-02-2025,28,24,4,Late Arrival
SHP100214,Mahindra Agritech,Fresh Foods Inc,Kaohsiung,Tuticorin,2,Shree Logi Agency,Ocean Bridge,A. Joshi,1,EXW,Sea,Import,FCL,10-10-2025,01-11-2025,10-10-2025,08-11-2025,27,22,5,Late Arrival
SHP100215,Larsen & Toubro,Euro Retail GmbH,Felixstowe,Chennai,3,Greenline Agency,Deko Freight,M. Tandon,2,CIP,Sea,Import,LCL,10-03-2025,04-04-2025,11-03-2025,11-04-2025,29,25,4,Late Arrival
SHP100216,Larsen & Toubro,Euro Retail GmbH,Paris,Tuticorin,1,Shree Logi Agency,Ocean Bridge,A. Joshi,1,FCA,Air,Import,Parcel,30-11-2025,02-12-2025,30-11-2025,02-12-2025,2,2,0,On Time
SHP100217,Bharat Steel,Sun Drug Co Ltd,Salalah,Visakhapatnam,1,Greenline Agency,Bengal Marine,D. Sharma,4,DDP,Sea,Import,LCL,20-01-2026,01-02-2026,22-01-2026,05-02-2026,14,12,2,Late Arrival
SHP100218,Mahindra Agritech,Sun Drug Co Ltd,Visakhapatnam,Port Klang,3,South Freight,Ocean Bridge,R. Goenka,1,DDP,Sea,Export,LCL,16-11-2024,22-12-2024,21-11-2024,29-12-2024,36,36,0,On Time
SHP100219,Tata Motors Ltd,ABC Imports Pvt Ltd,Mundra,Port Klang,3,South Freight,Ocean Bridge,R. Goenka,1,CIF,Sea,Export,FCL,19-09-2025,12-10-2025,19-09-2025,17-10-2025,23,23,0,On Time
SHP100220,Adani Exports,Global Traders LLP,Nhava Sheva,Port Said,1,Pacific Marine,Deko Freight,M. Tandon,1,DDP,Sea,Export,FCL,03-10-2024,16-10-2024,08-10-2024,22-10-2024,14,13,1,Late Arrival
SHP100221,ITC Ltd,Star Imports Ltd,Rotterdam,Kolkata,3,FastShip Ocean,Deko Freight,S. Kumar,2,CIF,Sea,Import,FCL,20-01-2024,22-02-2024,21-01-2024,07-03-2024,43,33,10,Late Arrival
SHP100222,Adani Exports,Sun Drug Co Ltd,Tuticorin,Antwerp,3,Shree Logi Agency,Deko Freight,A. Joshi,4,FOB,Sea,Export,FCL,07-07-2024,02-08-2024,09-07-2024,12-08-2024,30,26,4,Late Arrival
SHP100223,Marico Ltd,XYZ Automotives,Norfolk,Visakhapatnam,3,Value Carry Pvt Ltd,Kanto Broker,V. Sinha,2,FCA,Sea,Import,LCL,29-11-2025,30-12-2025,29-11-2025,15-01-2026,43,31,12,Late Arrival
SHP100224,Adani Exports,AmeriTech LLC,Mumbai,Port Said,1,Greenline Agency,EuroLogistics,A. Joshi,1,DDP,Sea,Export,FCL,22-02-2026,05-03-2026,24-02-2026,06-03-2026,10,11,-1,Early Arrival
